base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Luminous Assault II,heavy-bowgun,Upgrade,Legiana Tail Webbing,2,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2,Sharp Claw,3
Arma Destroyer I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5,Lightcrystal,1
Arma Destroyer II,heavy-bowgun,Upgrade,Legiana Wing,2,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2,Piercing Claw,5
Arma Destroyer III,heavy-bowgun,Upgrade,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3,Bird Wyvern Gem,1
Deadeye Destroyer I,heavy-bowgun,Create,Tzitzi-Ya-Ku Hardclaw,3,Tzitzi-Ya-Ku Photomembrane,2,Tzitzi-Ya-Ku Shard,4,Fey Wyvern Gem,1
Deadeye Destroyer I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Tzitzi-Ya-Ku Shard,2,Tough Claw,2
Deadeye Destroyer II,heavy-bowgun,Upgrade,Legiana Hardclaw,2,Tzitzi-Ya-Ku Hardclaw,2,Tzitzi-Ya-Ku Photomembrane,1,Purecrystal,1
Mightning,heavy-bowgun,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
Mightning+,heavy-bowgun,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
Loyal Thunder,heavy-bowgun,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
Shattercryst,heavy-bowgun,Create,Legiana Claw,4,Legiana Tail Webbing,3,Frost Sac,3,Legiana Plate,1
Shattercryst,heavy-bowgun,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,,
Shattercryst+,heavy-bowgun,Upgrade,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,2
Legia Shattercryst,heavy-bowgun,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Hide+,3,Legiana Gem,1
Legia Shattercryst+,heavy-bowgun,Upgrade,Legiana Hardclaw,3,Legiana Shard,4,Legiana Tail Webbing+,1,Frozen Bone,4
Hoarcry Shattercryst,heavy-bowgun,Upgrade,Obsidian Icetalon,2,Rimed Hide,5,Stark Wing,2,Cryo Sac,4
Franz Glacia,heavy-bowgun,Upgrade,Velkhana Hardclaw,2,Obsidian Icetalon,4,Stark Wing,2,Legiana Mantle,1
Jagras Assault I,heavy-bowgun,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Assault II,heavy-bowgun,Upgrade,Great Jagras Claw,2,Great Jagras Mane,2,Coral Bone,2,Tzitzi-Ya-Ku Claw,3
Jagras Assault III,heavy-bowgun,Upgrade,Monster Bone+,3,Great Jagras Scale,5,Great Jagras Claw,3,Great Jagras Mane,3
Jagras Cannon I,heavy-bowgun,Upgrade,Great Jagras Scale+,6,Great Jagras Claw+,4,Great Jagras Mane,6,Piercing Claw,5
Jagras Cannon II,heavy-bowgun,Upgrade,Monster Hardbone,4,Great Jagras Claw+,6,Jagras Hide+,6,Tzitzi-Ya-Ku Claw+,5
Gluttonous Fangcannon,heavy-bowgun,Upgrade,Vaal Hazak Talon,2,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1
Gluttonous Fangcannon+,heavy-bowgun,Create,Great Jagras Shard,4,Great Jagras Hardclaw,2,Great Jagras Mane+,3,Fey Wyvern Gem,1
Gluttonous Fangcannon+,heavy-bowgun,Upgrade,Great Jagras Shard,2,Great Jagras Hardclaw,1,Great Jagras Mane+,2,Jagras Shard,2
Gluttonous Direcannon,heavy-bowgun,Upgrade,Monster Slogbone,3,Great Jagras Hardclaw,3,Great Jagras Thickhide,3,Tough Claw,3
Tigrex Howl,heavy-bowgun,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
Tigrex Howl+,heavy-bowgun,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
Accursed Bellow,heavy-bowgun,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,3,Large Wyvern Gem,1
Blazing Assault I,heavy-bowgun,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Assault II,heavy-bowgun,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
Flammenkanone,heavy-bowgun,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
Gnashing Flammenkanone,heavy-bowgun,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
Gnashing Flammenkanone+,heavy-bowgun,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
Gnashing Flammenkanone+,heavy-bowgun,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
Donnerkanone,heavy-bowgun,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
Donnerkanone+,heavy-bowgun,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
Fulguration's Roar,heavy-bowgun,Upgrade,Kirin Silvermane,2,Fulgur Anjanath Hardfang,3,Fulgur Anjanath Thickfur,5,Fulgur Anjanath Mantle,1
Bone Shooter I,heavy-bowgun,Create,Monster Bone S,1,,,,,,
Bone Shooter II,heavy-bowgun,Upgrade,Monster Bone S,2,,,,,,
Bone Shooter III,heavy-bowgun,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
Heavy Shooter I,heavy-bowgun,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
Heavy Shooter II,heavy-bowgun,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
Heavy Shooter III,heavy-bowgun,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
Power Shooter I,heavy-bowgun,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Power Shooter II,heavy-bowgun,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
Cartilage Blaster I,heavy-bowgun,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
Cartilage Blaster I,heavy-bowgun,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
Cartilage Blaster II,heavy-bowgun,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
Cartilage Blaster III,heavy-bowgun,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
Iceroar,heavy-bowgun,Upgrade,Crystal Shard,5,Velkhana Hardclaw,3,Velkhana Lash,1,Purecrystal,1
Righteous Varka,heavy-bowgun,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
Diablos Shooter I,heavy-bowgun,Upgrade,Twisted Horn,1,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3
Diablos Shooter II,heavy-bowgun,Upgrade,Monster Keenbone,4,Diablos Ridge,4,Diablos Tailcase,2,Diablos Marrow,1
Dual Threat,heavy-bowgun,Upgrade,Majestic Horn,3,Diablos Carapace,6,Diablos Ridge+,5,Blos Medulla,1
Nero's Blazooka,heavy-bowgun,Upgrade,Black Spiral Horn+,1,Black Diablos Ridge+,2,Black Diablos Carapace,4,Wyvern Gem,1
Griffon Blazooka,heavy-bowgun,Upgrade,Xeno'jiiva Tail,2,Black Spiral Horn+,3,Black Diablos Carapace,6,Dragonbone Relic,2
Griffon Blazooka+,heavy-bowgun,Upgrade,Twisted Stouthorn,3,Diablos Cortex,6,Diablos Chine,5,Monster Slogbone,3
Hornking Blazooka,heavy-bowgun,Upgrade,Blackcurl Stouthorn,3,Black Diablos Cortex,3,Monster Solidbone,3,Large Wyvern Gem,1
Blooming Shooter I,heavy-bowgun,Upgrade,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,Poison Sac,1,,
Blooming Shooter II,heavy-bowgun,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Shooter III,heavy-bowgun,Upgrade,Monster Bone+,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2,Poison Sac,2
Datura Blaster I,heavy-bowgun,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Toxin Sac,2,Quality Bone,3
Datura Blaster II,heavy-bowgun,Upgrade,Monster Hardbone,3,Pukei-Pukei Wing,3,Pukei-Pukei Carapace,5,Toxin Sac,2
Datura Blaster III,heavy-bowgun,Upgrade,Vaal Hazak Wing,2,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Bird Wyvern Gem,1
Datura Blaster IV,heavy-bowgun,Create,Pukei-Pukei Shard,6,Pukei-Pukei Fellwing,4,Deadly Poison Sac,4,Fey Wyvern Gem,1
Datura Blaster IV,heavy-bowgun,Upgrade,Pukei-Pukei Shard,3,Pukei-Pukei Fellwing,2,Deadly Poison Sac,2,Monster Toughbone,2
Laguna Blaster I,heavy-bowgun,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
Laguna Blaster II,heavy-bowgun,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
Spiked Shooter I,heavy-bowgun,Upgrade,Wyvern Bonemass,2,Radobaan Scale,4,Sleep Sac,2,,
Spiked Shooter II,heavy-bowgun,Upgrade,Monster Bone+,3,Wyvern Bonemass,3,Radobaan Oilshell,2,Radobaan Marrow,1
Baan Roar I,heavy-bowgun,Create,Radobaan Carapace,6,Radobaan Oilshell,5,Radobaan Medulla,2,Wyvern Gem,1
Baan Roar I,heavy-bowgun,Upgrade,Radobaan Carapace,4,Radobaan Oilshell,3,Coma Sac,2,Monster Keenbone,3
Baan Roar II,heavy-bowgun,Upgrade,Monster Hardbone,5,Radobaan Scale+,8,Coma Sac,3,Radobaan Medulla,1
Baan Roar III,heavy-bowgun,Upgrade,Elder Dragon Bone,5,Radobaan Carapace,6,Coma Sac,4,Wyvern Gem,1
Baan Bazooka I,heavy-bowgun,Upgrade,Radobaan Cortex,2,Radobaan Shard,2,Torpor Sac,1,Monster Toughbone,3
Baan Bazooka II,heavy-bowgun,Upgrade,Monster Solidbone,3,Large Wyvern Bonemass,3,Radobaan Oilshell+,2,Thick Bone,5
Dios Cannon,heavy-bowgun,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
Atom Cannon,heavy-bowgun,Upgrade,Distilled Blast Fluid,3,Brachydios Crown,3,Fine Brachydios Ebonshell,4,Brachydios Pallium,1
Gama Cannon I,heavy-bowgun,Upgrade,Dodogama Talon,4,Dodogama Scale+,6,Dodogama Hide+,4,,
Gama Cannon II,heavy-bowgun,Upgrade,Fire Dragon Scale+,4,Dodogama Jaw,4,Dodogama Tail,3,Wyvern Gem,1
Gama Turret I,heavy-bowgun,Upgrade,Dodogama Hardclaw,2,Dodogama Shard,3,Dodogama Thickhide,2,Gastodon Husk,2
Gama Turret II,heavy-bowgun,Upgrade,Fine Brachydios Ebonshell,2,Dodogama Mandible,2,Dodogama Lash,1,Monster Slogbone,5
Burning Igna,heavy-bowgun,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
Sulfurteinn Gyrad,heavy-bowgun,Upgrade,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Honed Acidcryst,4
The Guttering Gasp,heavy-bowgun,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
Pulsar Shooter I,heavy-bowgun,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Scale,3,Tobi-Kadachi Pelt,2,,
Pulsar Shooter II,heavy-bowgun,Upgrade,Tobi-Kadachi Electrode,2,Tobi-Kadachi Claw,3,Electro Sac,2,Coral Crystal,3
Pulsar Shooter III,heavy-bowgun,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Lion I,heavy-bowgun,Upgrade,Tobi-Kadachi Claw+,3,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Dragonvein Crystal,3
Kadachi Lion II,heavy-bowgun,Upgrade,Majestic Horn,2,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,4,Thunder Sac,3
Kadachi Lion III,heavy-bowgun,Upgrade,Nergigante Talon,2,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
Kadachi Lion IV,heavy-bowgun,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
Crimson Kadachi Lion I,heavy-bowgun,Upgrade,Viper Tobi-Kadachi Hardclaw,1,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Thickfur,2,Deadly Poison Sac,1
Crimson Kadachi Lion II,heavy-bowgun,Upgrade,Acidic Glavenus Spineshell,2,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,2,Viper Tobi-Kadachi Membrane+,2
Dragonbone Cannon I,heavy-bowgun,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
Dragonbone Cannon II,heavy-bowgun,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
Dragonbone Cannon III,heavy-bowgun,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
Dragonseal Cannon I,heavy-bowgun,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
Dragonseal Cannon II,heavy-bowgun,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
Solemn Reflection,heavy-bowgun,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
Quickcaster,heavy-bowgun,Upgrade,Kirin Thunderhorn,3,Kirin Hide,3,Kirin Tail,1,Lightcrystal,1
Quickcaster+,heavy-bowgun,Upgrade,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4,Dragonvein Crystal,5
Quickquiver,heavy-bowgun,Upgrade,Xeno'jiiva Shell,4,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2
Shining Quiver,heavy-bowgun,Upgrade,Kirin Azure Horn+,3,Kirin Finehide,4,Kirin Silvermane,3,Purecrystal,1
Magda Gemitus I,heavy-bowgun,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8,Zorah Magdaros Magma,4,Zorah Magdaros Gem,1
Magda Gemitus II,heavy-bowgun,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2,Zorah Magdaros Pleura,2,Firecell Stone,3
Magda Gemitus Vulcan,heavy-bowgun,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5,Heavy Dragonvein Bone,6,Large Elder Dragon Gem,1
Hydros Laimos,heavy-bowgun,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
Blacksteel Cannon I,heavy-bowgun,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
Blacksteel Cannon II,heavy-bowgun,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
Teostra's Artillery,heavy-bowgun,Upgrade,Teostra Claw+,2,Teostra Mane,2,Teostra Carapace,5,Teostra Powder,4
Teostra's Flames,heavy-bowgun,Upgrade,Xeno'jiiva Soulscale,5,Teostra Horn+,5,Teostra Claw+,2,Teostra Gem,1
Teostra's Firestorm,heavy-bowgun,Upgrade,Teostra Hardhorn,5,Fire Dragon Hardclaw,4,Teostra Mane+,4,Large Elder Dragon Gem,1
Xeno Jiiqa,heavy-bowgun,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
Gluttonous Cannon,heavy-bowgun,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
Dark Devourer,heavy-bowgun,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
Endless Famine,heavy-bowgun,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
Empress Cannon,heavy-bowgun,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
"Empress Cannon ""Blaze""",heavy-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
"Soulfire Roar ""Blaze""",heavy-bowgun,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
"Empress Cannon ""Ruin""",heavy-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
"Soulfire Roar ""Ruin""",heavy-bowgun,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
"Empress Cannon ""Styx""",heavy-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
"Soulfire Roar ""Styx""",heavy-bowgun,Upgrade,Lunastra Shard,5,Lunastra Lash,1,Elder Spiritvein Bone,6,Large Elder Dragon Gem,1
Rajang Blaster,heavy-bowgun,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
Rajang Destroyer,heavy-bowgun,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
Demonlord Beastbuster,heavy-bowgun,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
Brimstren Drakemouth,heavy-bowgun,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
Stygian Humilitas,heavy-bowgun,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
Lightbreak Cannon,heavy-bowgun,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
Guild Palace Rifle,heavy-bowgun,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
Royal Light Cortege,heavy-bowgun,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
Defender Powerbow I,bow,Create,Iron Ore,1,,,,,,
Defender Powerbow II,bow,Upgrade,Anjanath Scale,1,,,,,,
Defender Powerbow III,bow,Upgrade,Commendation,1,,,,,,
Defender Powerbow IV,bow,Upgrade,Pink Rathian Scale+,1,,,,,,
Defender Powerbow V,bow,Upgrade,Immortal Dragonscale,1,,,,,,
Iron Bow I,bow,Create,Iron Ore,1,,,,,,
Iron Bow II,bow,Upgrade,Iron Ore,2,,,,,,
Iron Bow III,bow,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
Steel Bow I,bow,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Bow II,bow,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
Steel Bow III,bow,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Alloy Bow I,bow,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
Alloy Bow II,bow,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
Dragon Perforator I,bow,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
Dragon Perforator I,bow,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
Dragon Perforator II,bow,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
Dragon Perforator III,bow,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
Usurper's Rumble,bow,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
Usurper's Rumble+,bow,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
Despot's Earlybolt,bow,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
Nergal Whisper,bow,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
Doom's Shaft,bow,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Doom,bow,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Kulu Arrow I,bow,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Arrow II,bow,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
Kulu Arrow III,bow,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
Archer's Dance I,bow,Create,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,6,Kulu-Ya-Ku Scale+,6,Carbalite Ore,10
Archer's Dance I,bow,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Archer's Dance II,bow,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
Archer's Dance III,bow,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
Alqaws al-Nasr I,bow,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
Alqaws al-Nasr II,bow,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
Rex Bow I,bow,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
Rex Bow II,bow,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
Accursed Arc,bow,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
Dios Flier,bow,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
Tsali Flier,bow,Upgrade,Distilled Blast Fluid,3,Brachydios Crown,3,Fine Brachydios Ebonshell,4,Brachydios Pallium,1
Brazencord,bow,Upgrade,Uragaan Jaw,1,Uragaan Scale+,6,Uragaan Carapace,4,Uragaan Marrow,1
Gigacles,bow,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Scute,4,Uragaan Ruby,1
Gigacles+,bow,Upgrade,Uragaan Jaw+,1,Uragaan Shard,3,Uragaan Cortex,2,Meldspar Ore,2
Gigantomachy,bow,Upgrade,Acidic Glavenus Hardfang,2,Uragaan Jaw+,1,Uragaan Scute+,2,Uragaan Pallium,1
Princess Arrow I,bow,Upgrade,Rathian Spike,3,Rathian Scale,5,Rathian Shell,4,,
Princess Arrow II,bow,Upgrade,Rathian Spike+,3,Rathian Scale+,5,Rathian Carapace,4,Rathian Plate,1
Princess Arrow III,bow,Upgrade,Elder Dragon Blood,3,Rathian Spike+,5,Pink Rathian Scale+,6,Rathian Ruby,1
Princess Arrow IV,bow,Upgrade,Rathian Surspike,3,Rathian Shard,5,Rathian Cortex,4,,
Rosen Arrow,bow,Upgrade,Monster Solidbone,5,Pink Rathian Shard,4,Pink Rathian Cortex,3,Rathian Mantle,1
Lunatic Arrow,bow,Upgrade,Gold Rathian Surspike,3,Gold Rathian Shard,5,Gold Rathian Cortex,4,Rath Gleam,1
Rathslinger I,bow,Upgrade,Rath Wingtalon,3,Rathalos Shell,2,Flame Sac,2,Rathalos Marrow,1
Rathslinger II,bow,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
Rathslinger III,bow,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1
Rathslinger IV,bow,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
Azure Mightbow,bow,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
Silver Wrathbow,bow,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,6,Silver Rathalos Lash,1,Rath Gleam,2
Aqua Arrow I,bow,Upgrade,Earth Crystal,3,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
Aqua Arrow II,bow,Upgrade,Dragonite Ore,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
Aqua Arrow III,bow,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Crystal,3,Gajau Whisker,3
Water Shot I,bow,Upgrade,Carbalite Ore,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
Water Shot II,bow,Upgrade,Fucium Ore,5,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
Water Shot III,bow,Upgrade,Elder Dragon Blood,3,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
Water Shot IV,bow,Create,Jyuratodus Grandfin,2,Jyuratodus Hardfang,2,Jyuratodus Shard,6,Large Wyvern Gem,1
Water Shot IV,bow,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
Laguna Shot I,bow,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
