base_name_en,level,description_en,description_ja,description_fr,description_it,description_de,description_es,description_pt,description_pl,description_ru,description_ko,description_zh,description_ar
Maximum Might Secret,1,Raises the maximum level of the Maximum Might skill.,渾身スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Corps et âme.,Incrementa il livello massimo dell’abilità Massima potenza.,Erhöht die Maximalstufe der Fähigkeit Höchstmacht.,Mejora el nivel máximo de la habilidad bonus de afinidad.,Aumenta o nível máximo da habilidade Poder Máximo.,Zwiększa maksymalny poziom umiejętności Maksymalna Moc.,"Повышает максимальный уровень навыка ""Максимальное могущество"".",혼신 스킬 레벨 상한이 잠금 해제된다.,解放精神抖擻技能的 等級上限。,ترفع من أقصى مستوى لمهارة القوة القصوى.
Bombardier Secret,1,Raises the maximum level of the Bombardier skill.,ボマースキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Bombardier.,Incrementa il livello massimo dell’abilità Bombardiere.,Erhöht die Maximalstufe der Fähigkeit Bombardier.,Mejora el nivel máximo de la habilidad explosivos mejorados.,Aumenta o nível máximo da habilidade Bombardeiro.,Zwiększa maksymalny poziom umiejętności Bombardier.,"Повышает максимальный уровень навыка ""Бомбардир"".",보머 스킬 레벨 상한이 잠금 해제된다.,解放炸彈客技能的 等級上限。,يرفع من أقصى مستوى لمهارة المدفعي.
Slugger Secret,1,Raises the maximum level of the Slugger skill.,ＫＯ術スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Cogneur.,Incrementa il livello massimo dell’abilità Battitore.,Erhöht die Maximalstufe der Fähigkeit Lähmer.,Mejora el nivel máximo de la habilidad bonus al aturdir.,Aumenta o nível máximo da habilidade Atordoante.,Zwiększa maksymalny poziom umiejętności Powalacz.,"Повышает максимальный уровень навыка ""Тяжелый удар"".",KO술 스킬 레벨 상한이 잠금 해제된다.,解放ＫＯ術技能的 等級上限。,ترفع من أقصى مستوى لمهارة الملاكم الشرس.
Agitator Secret,1,Raises the maximum level of the Agitator skill.,挑戦者スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Témérité.,Incrementa il livello massimo dell’abilità Istigatore.,Erhöht die Maximalstufe der Fähigkeit Aufhetzer.,Mejora el nivel máximo de la habilidad instigador.,Aumenta o nível máximo da habilidade Agitador.,Zwiększa maksymalny poziom umiejętności Podżegacz.,"Повышает максимальный уровень навыка ""Подстрекатель"".",도전자 스킬 레벨 상한이 잠금 해제된다.,解放挑戰者技能的 等級上限。,يرفع من أقصى مستوى لمهارة المشاغب.
Artillery Secret,1,Raises the maximum level of the Artillery skill.,砲術スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Artificier.,Incrementa il livello massimo dell’abilità Artiglieria.,Erhöht die Maximalstufe der Fähigkeit Artillerie.,Mejora el nivel máximo de la habilidad artillería.,Aumenta o nível máximo da habilidade Artilharia.,Zwiększa maksymalny poziom umiejętności Artyleria.,"Повышает максимальный уровень навыка ""Артиллерия"".",포술 스킬 레벨 상한이 잠금 해제된다.,解放砲術技能的 等級上限。,يرفع من أقصى مستوى لمهارة المدفعية.
Stamina Thief Secret,1,Raises the maximum level of the Stamina Thief skill.,スタミナ奪取スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Vol d'endurance.,Incrementa il livello massimo dell’abilità Ruba resistenza.,Erhöht die Maximalstufe der Fähigkeit Ausdauerdieb.,Mejora el nivel máximo de la habilidad bonus agotador.,Aumenta o nível máximo da habilidade Ladrão de Vigor.,Zwiększa maksymalny poziom umiejętności Kradzieży Wytrzymałości.,"Повышает максимальный уровень навыка ""Похищение выносливости"".",스태미나 탈취 스킬 레벨 상한이 잠금 해제된다.,解放奪取耐力技能的 等級上限。,يرفع من أقصى مستوى لمهارة لص قوة التحمل.
Tool Specialist Secret,1,Raises the maximum level of the Tool Specialist skill.,整備スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Expert en survie.,Incrementa il livello massimo dell’abilità Manutenzione.,Erhöht die Maximalstufe der Fähigkeit Werkzeugspezialist.,Mejora el nivel máximo de la habilidad experto en herramientas.,Aumenta o nível máximo da habilidade Perícia em Ferramentas.,Zwiększa maksymalny poziom umiejętności Spec od Narzędzi.,"Повышает максимальный уровень навыка ""Механик"".",정비 스킬 레벨 상한이 잠금 해제된다.,解放整備技能的 等級上限。,ترفع من أقصى مستوى لمهارة مختص الأدوات.
Latent Power Secret,1,Raises the maximum level of the Latent Power skill.,力の解放スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Force latente.,Incrementa il livello massimo dell’abilità Forza latente.,Erhöht die Maximalstufe der Fähigkeit Latente Kraft.,Mejora el nivel máximo de la habilidad poder latente.,Aumenta o nível máximo da habilidade Poder Latente.,Zwiększa maksymalny poziom umiejętności Uśpiona Moc.,"Повышает максимальный уровень навыка ""Скрытая энергия"".",힘의 해방 스킬 레벨 상한이 잠금 해제된다.,解放力量解放技能的 等級上限。,ترفع من أقصى مستوى لمهارة القوة الكامنة.
Divine Blessing Secret,1,Raises the maximum level of the Divine Blessing skill.,精霊の加護スキルのレベル上限が 解放される。,Augmente le niveau maximum du talent Bénédiction.,Incrementa il livello massimo dell’abilità Angelo custode.,Erhöht die Maximalstufe der Fähigkeit Göttlicher Segen.,Mejora el nivel máximo de la habilidad protección divina.,Aumenta o nível máximo da habilidade Bênção Divina.,Zwiększa maksymalny poziom umiejętności Boskie Błogosławieństwo.,"Повышает максимальный уровень навыка ""Божеств. благословение"".",정령의 가호 스킬 레벨 상한이 잠금 해제된다.,解放精靈加護技能的 等級上限。,يرفع من أقصى مستوى لمهارة المباركة المقدسة.
Slinger Ammo Secret,1,Raises the maximum level of the Slinger Capacity skill.,スリンガー装填数ＵＰスキル のレベル上限が解放される。,Augmente le niveau maximum du talent Fronde +.,Incrementa il livello massimo dell’abilità Capacità fionda.,Erhöht die Maximalstufe der Fähigkeit Schleuderkapazität.,Mejora el nivel máximo de la habilidad capacidad de eslinga.,Aumenta o nível máximo da habilidade Capacidade da Atiradeira.,Zwiększa maksymalny poziom umiejętności Pojemność Procy.,"Повышает максимальный уровень навыка ""Заряд самострела"".",슬링어 장전 수 UP 스킬 레벨 상한이 잠금 해제된다.,解放投射器裝填數ＵＰ技能 等級上限。,ترفع من أقصى مستوى لمهارة قدرة نبلة المعصم.
True Critical Status,1,"Greatly increases status effect damage (paralysis, poison, sleep, blast) when landing critical hits.",攻撃で会心が発生した際に与える 状態異常値（麻痺、毒、睡眠、爆破）が かなり高くなる。,Augmente nettement les dégâts des effets d'état dus à des coups critiques.,"Incrementa di molto i danni delle alterazioni (paralisi, scoppio, veleno, sonno) per i colpi critici.","Erhöht den Schaden von anomalen Statuseffekten (Lähmung, Gift, Schlaf, Explosion) durch kritische Treffer stark.","Aumenta mucho el daño de estados alterados (parálisis, sueño, veneno, nitro) cuando son resultado de un crítico.","Aumenta bastante o dano de paralisia, veneno, sono e explosão em acertos críticos.","Znacznie zwiększa obrażenia od szkod. efektów (paraliż, trucizna, sen, wybuch) przy traf. krytycznych.","Существенно увелич. урон от аном. статусов (паралич, отравление, сон, взрыв) при крит. попадании.","공격으로 회심이 발생했을 때 주는 상태 이상치(마비, 독, 수면, 폭파)가 매우 높아진다.",大幅提升會心攻擊產生時造成的 狀態異常值（麻痺、毒、睡眠、 爆破）。,تزيد ضرر التأثير للوضعية زيادة كبيرة (الشلل، السم، النوم، الانفجار) عند تنفيذ ضربات خطيرة.
True Critical Element,1,"Greatly increases elemental damage (fire, water, thunder, ice, dragon) when landing critical hits.",攻撃で会心が発生した際に与える 属性ダメージ（火、水、雷、氷、龍）が かなり高くなる。,Augmente nettement les dégâts élémentaires infligés par des attaques critiques.,"Incrementa di molto i danni elementali (fuoco, acqua, tuono, ghiaccio, drago) per i colpi critici.","Erhöht den Elementschaden (Feuer, Wasser, Donner, Eis, Drache) durch kritische Treffer stark.","Aumenta mucho el daño elemental (fuego, agua, rayo, hielo, draco) cuando es resultado de un crítico.","Aumenta bastante o dano de fogo, água, raio, gelo e dragão em acertos críticos.","Znacznie zwiększa obr. od żywiołów (ogień, woda, pioruny, lód, smok) przy traf. krytycznych.","Существенно увеличивает стихийный урон (огонь, вода, гроза, лед, дракон) при крит. попадании.","공격으로 회심이 발생했을 때 주는 속성 데미지(불, 물, 번개, 얼음, 용)가 매우 높아진다.",大幅提升會心攻擊產生時造成的 屬性傷害（火、水、雷、冰、龍）。,تزيد من أضرار العناصر زيادة كبيرة (النار، الماء، الرعد، الثلج، التنين) عند تنفيذ ضربات خطيرة.
Joy's Gift,1,Increases odds of getting special Holiday Joy rewards. (No effect when joining mid-quest.),【万福の宴】特別報酬の発生する 確率が上昇する。（クエストの途中 からは効果が得られません）,Augmente les chances de récompenses spéciales du Festival de la prospérité. Sauf participation en cours.,Incrementa la probabilità di ottenere ricompense speciali del festival gioioso. (Non ha effetto quando ti unisci a una missione in corso.),"Verbessert die Chance, besondere Lunar-Fest-Belohnungen zu erhalten. (Kein Effekt bei Beitritt nach Questbeginn.)",Mayor probabilidad de recibir recompensas del festival lunar. (Sin efecto al acceder a una misión a medias).,Aumenta a chance de prêmios de Boas Festas (sem efeito ao entrar em missões em andamento).,"Zwiększa szansę na specjalne nagrody Święta Radości. (Nie działa, gdy dołączasz w trakcie zadania).",Повышает шанс получить особые награды праздника радости. (Не сработает в середине задания.),【만복 특집】특별 보수 발생 확률이 상승한다.（퀘스트 도중에는 효과를 얻을 수 없음）,【萬福之宴】特別報酬的發生機率提升。 （從任務中途開始使用 不會有效果）,زيادة فرص الحصول على مكافآت بهجة العطلة المميزة. (بلا تأثير عندما تنضم في منتصف المهمة.)
